,Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR
288,45,Female,35165.62,Rural,Banner,Technology,Search Engine,6,2023-10-03 20:45:56.899351,0.299,0.0294
289,54,Female,39916.33,Rural,Banner,Technology,Social Media,4,2023-04-30 20:45:56.899351,0.0542,0.0207
290,25,Male,11576.36,Suburban,Text,Travel,Website,6,2023-09-23 20:45:56.899351,0.1736,0.0661
291,27,Male,40412.51,Rural,Video,Fashion,Website,4,2024-02-03 20:45:56.899351,0.019,0.0533
292,69,Male,23723.76,Suburban,Video,Food,Search Engine,6,2023-08-06 20:45:56.899351,0.0383,0.0257
293,19,Other,37393.9,Urban,Native,Health,Search Engine,3,2024-02-28 20:45:56.899351,0.0949,0.034
294,32,Male,32702.72,Rural,Native,Fashion,Search Engine,7,2024-01-08 20:45:56.899351,0.2769,0.0274
295,52,Male,19457.81,Rural,Video,Food,Website,4,2023-08-02 20:45:56.899351,0.2873,0.0601
296,36,Male,74154.79,Rural,Video,Health,Website,4,2024-03-07 20:45:56.899351,0.0539,0.05
297,43,Female,77075.22,Suburban,Native,Food,Search Engine,4,2024-01-14 20:45:56.899351,0.0111,0.0768
298,29,Male,29402.77,Rural,Video,Fashion,Website,5,2023-12-23 20:45:56.899351,0.2251,0.0607
299,40,Male,55033.53,Rural,Native,Health,Social Media,4,2023-09-02 20:45:56.899351,0.1698,0.059
301,59,Male,24481.97,Suburban,Native,Technology,Social Media,2,2023-10-19 20:45:56.899351,0.2859,0.0849
302,33,Female,47352.23,Urban,Native,Food,Search Engine,2,2023-12-09 20:45:56.899351,0.4715,0.0349
303,24,Male,50155.04,Rural,Video,Fashion,Search Engine,7,2023-09-16 20:45:56.899351,0.2072,0.0473
304,44,Male,26811.14,Urban,Native,Food,Search Engine,5,2024-02-27 20:45:56.899351,0.0393,0.0531
305,28,Other,53469.29,Rural,Native,Health,Search Engine,3,2023-09-06 20:45:56.899351,0.1293,0.0604
308,45,Male,40786.58,Suburban,Banner,Health,Search Engine,6,2024-02-07 20:45:56.899351,0.2494,0.0401
309,32,Female,26610.92,Urban,Banner,Travel,Search Engine,2,2023-06-25 20:45:56.899351,0.3749,0.0565
310,32,Male,95328.82,Suburban,Video,Fashion,Social Media,6,2024-04-09 20:45:56.899351,0.1158,0.0619
311,51,Male,58787.03,Suburban,Text,Health,Search Engine,4,2023-06-07 20:45:56.899351,0.1499,0.0647
312,18,Male,67340.16,Suburban,Video,Health,Social Media,4,2024-02-06 20:45:56.899351,0.0327,0.041
313,24,Female,37273.19,Urban,Banner,Food,Website,3,2024-03-14 20:45:56.899351,0.2133,0.0494
314,29,Male,70256.21,Urban,Native,Health,Social Media,9,2023-08-20 20:45:56.899351,0.1608,0.0588
315,36,Male,60705.99,Suburban,Video,Technology,Website,2,2023-12-14 20:45:56.899351,0.1329,0.0572
316,34,Male,75961.11,Suburban,Video,Travel,Website,3,2023-05-20 20:45:56.899351,0.3631,0.059
317,30,Other,43267.65,Rural,Text,Food,Social Media,5,2023-06-03 20:45:56.899351,0.1227,0.0487
318,34,Male,64893.46,Urban,Native,Travel,Website,2,2024-02-23 20:45:56.899351,0.1267,0.0704
319,33,Male,51412.33,Rural,Banner,Travel,Social Media,3,2024-02-24 20:45:56.899351,0.174,0.0423
320,24,Female,60658.33,Suburban,Video,Fashion,Search Engine,3,2023-05-18 20:45:56.899351,0.1298,0.0847
321,22,Other,81555.75,Rural,Banner,Food,Search Engine,3,2023-05-04 20:45:56.899351,0.3697,0.0462
322,39,Male,34174.28,Urban,Native,Travel,Social Media,3,2023-09-11 20:45:56.899351,0.0588,0.0666
323,21,Male,1452.43,Suburban,Video,Travel,Website,4,2024-02-03 20:45:56.899351,0.3274,0.0629
325,30,Male,58802.63,Urban,Text,Finance,Search Engine,6,2024-01-06 20:45:56.899351,0.2084,0.0337
326,32,Female,45752.46,Suburban,Banner,Travel,Search Engine,7,2023-09-27 20:45:56.899351,0.1297,0.0283
327,68,Female,33761.56,Rural,Text,Fashion,Social Media,4,2024-02-28 20:45:56.899351,0.09,0.0497
328,24,Male,27028.8,Suburban,Native,Finance,Website,6,2023-12-06 20:45:56.899351,0.3023,0.0404
329,49,Male,41646.0,Urban,Banner,Fashion,Website,3,2023-08-26 20:45:56.899351,0.0613,0.0682
330,46,Female,46203.62,Rural,Banner,Technology,Website,8,2024-03-28 20:45:56.899351,0.1016,0.0463
332,46,Female,64247.77,Urban,Native,Technology,Search Engine,1,2024-04-19 20:45:56.899351,0.0363,0.0419
335,44,Female,29784.07,Urban,Text,Finance,Social Media,3,2023-10-05 20:45:56.899351,0.1673,0.0297
337,41,Male,43050.55,Suburban,Banner,Food,Search Engine,5,2023-08-11 20:45:56.899351,0.031,0.0207
338,24,Other,60980.48,Rural,Native,Travel,Website,6,2023-10-11 20:45:56.899351,0.1442,0.0436
339,59,Other,23765.46,Suburban,Banner,Travel,Social Media,7,2023-08-23 20:45:56.899351,0.0312,0.0515
340,51,Female,59059.97,Rural,Text,Travel,Search Engine,7,2023-07-29 20:45:56.899351,0.1791,0.0433
341,28,Female,75299.76,Urban,Video,Finance,Search Engine,8,2023-08-09 20:45:56.899351,0.0738,0.0947
342,24,Male,23434.09,Rural,Text,Fashion,Social Media,5,2023-08-17 20:45:56.899351,0.4274,0.0386
344,28,Other,10547.94,Urban,Text,Fashion,Search Engine,5,2024-02-01 20:45:56.899351,0.0984,0.0433
345,30,Male,47165.07,Rural,Text,Food,Social Media,6,2024-03-30 20:45:56.899351,0.2424,0.0689
346,29,Male,90978.21,Rural,Banner,Technology,Social Media,6,2023-05-05 20:45:56.899351,0.2356,0.0313
347,37,Other,63696.09,Rural,Banner,Travel,Website,4,2023-07-29 20:45:56.899351,0.1652,0.0188
348,43,Female,26271.71,Rural,Video,Travel,Website,7,2023-07-21 20:45:56.899351,0.1668,0.0637
349,40,Other,50190.67,Urban,Banner,Travel,Website,10,2023-09-21 20:45:56.899351,0.1832,0.0829
350,23,Female,61027.02,Suburban,Banner,Fashion,Search Engine,5,2023-07-16 20:45:56.899351,0.2341,0.0419
352,55,Female,39955.58,Rural,Video,Technology,Search Engine,10,2023-04-23 20:45:56.899351,0.4189,0.0292
353,24,Female,65272.17,Rural,Text,Health,Search Engine,3,2023-12-04 20:45:56.899351,0.2612,0.0339
354,25,Male,64986.99,Rural,Video,Technology,Search Engine,6,2024-04-04 20:45:56.900348,0.1231,0.0327
355,27,Female,69774.85,Suburban,Video,Technology,Social Media,2,2024-02-13 20:45:56.900348,0.1196,0.0203
357,27,Male,39583.05,Urban,Native,Technology,Social Media,5,2023-12-27 20:45:56.900348,0.0507,0.065
358,27,Male,81861.45,Rural,Native,Finance,Social Media,3,2024-03-28 20:45:56.900348,0.108,0.0813
359,44,Female,73892.6,Rural,Native,Finance,Website,5,2023-05-09 20:45:56.900348,0.2494,0.0934
360,45,Male,26118.11,Rural,Text,Finance,Social Media,5,2023-08-09 20:45:56.900348,0.3722,0.0704
361,35,Female,36117.74,Suburban,Video,Fashion,Website,6,2023-08-23 20:45:56.900348,0.3275,0.0264
362,48,Male,44493.18,Urban,Video,Food,Website,10,2023-11-18 20:45:56.900348,0.1251,0.0713
363,40,Male,56836.94,Suburban,Text,Food,Search Engine,5,2024-04-16 20:45:56.900348,0.261,0.0233
364,34,Female,42014.67,Rural,Native,Food,Website,7,2024-01-22 20:45:56.900348,0.1197,0.0223
365,37,Male,50288.71,Suburban,Native,Fashion,Website,3,2023-12-08 20:45:56.900348,0.2627,0.0397
366,32,Male,46811.01,Suburban,Banner,Finance,Search Engine,4,2023-12-03 20:45:56.900348,0.0677,0.017
367,29,Female,40872.24,Rural,Banner,Food,Website,8,2023-05-07 20:45:56.900348,0.1065,0.0407
368,30,Other,78055.87,Urban,Native,Travel,Search Engine,7,2023-11-15 20:45:56.900348,0.1142,0.0575
369,18,Male,54822.88,Suburban,Banner,Health,Social Media,8,2024-03-07 20:45:56.900348,0.1002,0.0537
370,39,Male,50144.95,Rural,Banner,Food,Search Engine,3,2024-02-12 20:45:56.900348,0.1183,0.0453
371,20,Male,32469.29,Suburban,Video,Health,Search Engine,6,2023-05-05 20:45:56.900348,0.269,0.093
372,47,Male,59122.85,Urban,Video,Finance,Social Media,2,2023-05-20 20:45:56.900348,0.3045,0.0736
373,31,Other,48039.53,Urban,Text,Finance,Website,7,2024-03-02 20:45:56.900348,0.1598,0.0811
374,35,Male,29828.18,Urban,Video,Technology,Website,7,2023-06-29 20:45:56.900348,0.3584,0.0384
375,42,Female,22933.46,Suburban,Banner,Travel,Website,9,2024-02-25 20:45:56.900348,0.2893,0.0603
376,44,Male,32837.72,Rural,Native,Technology,Social Media,5,2023-04-27 20:45:56.900348,0.0271,0.0252
378,31,Female,28721.05,Suburban,Text,Finance,Website,6,2023-06-10 20:45:56.900348,0.4152,0.0444
379,48,Male,47883.64,Rural,Native,Technology,Website,8,2024-03-21 20:45:56.900348,0.4964,0.0523
381,40,Female,33520.79,Rural,Native,Travel,Website,5,2023-08-14 20:45:56.900348,0.139,0.0481
383,19,Male,18402.73,Urban,Text,Finance,Search Engine,7,2024-01-18 20:45:56.900348,0.1808,0.0659
384,35,Female,49395.57,Rural,Native,Travel,Search Engine,6,2023-11-04 20:45:56.900348,0.1936,0.063
386,20,Female,60555.99,Suburban,Banner,Technology,Social Media,7,2023-04-24 20:45:56.900348,0.2355,0.0164
388,59,Female,61878.48,Urban,Text,Fashion,Website,3,2024-02-26 20:45:56.900348,0.171,0.0506
389,37,Female,32607.47,Rural,Text,Finance,Website,3,2023-07-22 20:45:56.900348,0.2808,0.059
390,43,Male,57367.13,Rural,Text,Travel,Search Engine,3,2024-03-11 20:45:56.900348,0.3776,0.0678
391,31,Female,59021.04,Urban,Video,Health,Social Media,3,2023-06-25 20:45:56.900348,0.1628,0.0479
392,29,Female,61937.13,Urban,Text,Finance,Website,5,2024-03-04 20:45:56.900348,0.1305,0.0389
394,30,Other,48738.12,Urban,Native,Technology,Search Engine,6,2023-08-19 20:45:56.900348,0.1275,0.0436
395,23,Male,48549.82,Suburban,Banner,Travel,Website,2,2023-05-13 20:45:56.900348,0.3196,0.0745
396,47,Male,36956.27,Rural,Banner,Fashion,Social Media,3,2023-05-04 20:45:56.900348,0.1258,0.0716
397,52,Male,88814.21,Suburban,Banner,Food,Website,3,2024-04-01 20:45:56.900348,0.1638,0.0745
398,56,Male,10006.0,Suburban,Text,Fashion,Social Media,2,2024-01-13 20:45:56.900348,0.3896,0.0821
399,47,Female,40533.15,Rural,Video,Health,Social Media,2,2023-09-23 20:45:56.900348,0.511,0.0413
400,26,Other,36356.03,Suburban,Text,Food,Social Media,5,2023-04-28 20:45:56.900348,0.0071,0.0549
401,18,Female,9864.18,Rural,Native,Technology,Social Media,3,2023-11-04 20:45:56.900348,0.2598,0.011
402,46,Female,46061.82,Rural,Video,Health,Social Media,5,2023-08-25 20:45:56.900348,0.0086,0.0619
403,40,Female,50235.62,Urban,Video,Travel,Social Media,3,2023-11-25 20:45:56.900348,0.0418,0.0386
405,40,Female,60980.86,Suburban,Banner,Technology,Website,9,2023-06-06 20:45:56.900348,0.1388,0.0394
406,47,Male,60072.52,Urban,Banner,Health,Website,4,2023-06-12 20:45:56.900348,0.3516,0.0842
407,35,Male,67554.39,Rural,Native,Travel,Search Engine,1,2023-08-03 20:45:56.900348,0.2169,0.0585
408,32,Female,39980.07,Rural,Banner,Fashion,Website,5,2023-05-04 20:45:56.900348,0.117,0.0291
409,22,Male,45046.31,Rural,Native,Technology,Social Media,6,2023-12-08 20:45:56.900348,0.1428,0.0311
411,47,Male,41220.84,Rural,Video,Fashion,Website,4,2023-10-31 20:45:56.900348,0.3535,0.0365
412,30,Male,65252.36,Suburban,Native,Technology,Social Media,5,2023-10-31 20:45:56.900348,0.2299,0.0409
413,31,Male,30106.01,Rural,Video,Food,Website,5,2024-04-15 20:45:56.900348,0.1321,0.0466
414,60,Male,31995.6,Rural,Video,Food,Search Engine,5,2023-12-11 20:45:56.900348,0.1872,0.0632
415,45,Female,45283.6,Suburban,Text,Technology,Social Media,3,2023-07-22 20:45:56.900348,0.1777,0.0252
416,40,Male,61117.88,Suburban,Banner,Travel,Social Media,4,2024-03-03 20:45:56.900348,0.0761,0.0817
417,37,Male,38328.83,Suburban,Banner,Health,Search Engine,3,2024-04-11 20:45:56.900348,0.2847,0.0191
418,57,Male,50849.67,Suburban,Banner,Fashion,Website,8,2024-03-14 20:45:56.900348,0.3027,0.032
419,60,Female,60953.49,Urban,Banner,Technology,Social Media,3,2023-09-17 20:45:56.900348,0.2291,0.0371
420,48,Female,58995.82,Urban,Native,Technology,Social Media,3,2023-08-30 20:45:56.900348,0.4327,0.0257
421,43,Male,90124.08,Rural,Text,Finance,Website,6,2024-03-26 20:45:56.900348,0.0877,0.055
423,36,Male,41395.29,Urban,Video,Travel,Social Media,8,2023-12-23 20:45:56.900348,0.186,0.0553
424,33,Female,42144.9,Urban,Native,Fashion,Social Media,3,2024-03-04 20:45:56.900348,0.3121,0.0856
425,36,Female,62255.63,Urban,Banner,Technology,Search Engine,4,2024-04-13 20:45:56.900348,0.2762,0.0887
426,49,Male,42901.16,Rural,Video,Food,Search Engine,3,2023-10-06 20:45:56.900348,0.1355,0.0532
428,26,Female,65944.8,Urban,Video,Finance,Website,5,2023-06-20 20:45:56.900348,0.0464,0.0985
429,39,Other,49416.01,Urban,Video,Fashion,Website,2,2024-01-30 20:45:56.900348,0.2053,0.0636
430,27,Male,46253.87,Suburban,Banner,Health,Website,6,2024-03-06 20:45:56.900348,0.3569,0.0058
432,48,Male,38182.17,Suburban,Video,Travel,Social Media,2,2023-10-07 20:45:56.900348,0.2081,0.0618
433,39,Male,58981.21,Rural,Text,Travel,Social Media,3,2024-02-09 20:45:56.900348,0.4947,0.0696
434,20,Male,59310.72,Rural,Video,Finance,Search Engine,4,2023-12-29 20:45:56.900348,0.1621,0.0675
435,39,Male,77540.9,Urban,Native,Travel,Website,4,2024-03-12 20:45:56.900348,0.6136,0.0558
436,47,Male,57488.4,Urban,Native,Travel,Social Media,7,2023-07-26 20:45:56.900348,0.3022,0.0417
437,35,Male,91278.91,Urban,Video,Food,Website,7,2023-08-27 20:45:56.900348,0.1157,0.052
438,47,Male,39929.82,Rural,Text,Finance,Website,1,2023-12-28 20:45:56.900348,0.2554,0.0265
439,36,Female,95281.03,Rural,Native,Fashion,Search Engine,11,2024-04-03 20:45:56.900348,0.2702,0.0867
440,29,Other,66400.77,Suburban,Video,Food,Social Media,5,2023-11-10 20:45:56.900348,0.6312,0.0529
442,33,Male,52699.72,Suburban,Banner,Finance,Search Engine,6,2024-02-22 20:45:56.900348,0.5999,0.0555
443,37,Male,35028.09,Suburban,Video,Technology,Social Media,5,2024-03-03 20:45:56.900348,0.155,0.067
444,48,Female,36160.64,Urban,Banner,Finance,Social Media,9,2023-06-06 20:45:56.900348,0.2065,0.0717
445,33,Female,19837.1,Suburban,Native,Health,Social Media,4,2023-07-03 20:45:56.900348,0.2284,0.0339
446,41,Male,32898.47,Suburban,Text,Finance,Social Media,3,2023-12-27 20:45:56.900348,0.2389,0.0421
447,20,Male,43306.44,Rural,Banner,Finance,Social Media,9,2023-08-14 20:45:56.900348,0.162,0.0285
448,23,Male,44591.22,Suburban,Text,Food,Website,13,2024-03-23 20:45:56.900348,0.184,0.0327
449,33,Male,64896.98,Suburban,Video,Technology,Website,3,2023-08-12 20:45:56.900348,0.146,0.0425
450,19,Male,62736.51,Urban,Native,Technology,Website,4,2023-07-30 20:45:56.900348,0.1037,0.0188
451,47,Female,73818.8,Rural,Native,Food,Search Engine,5,2023-09-01 20:45:56.900348,0.0217,0.0762
452,41,Female,42695.17,Rural,Video,Food,Search Engine,5,2023-07-31 20:45:56.900348,0.0976,0.0467
453,39,Male,50533.39,Suburban,Text,Finance,Website,4,2023-10-25 20:45:56.900348,0.0111,0.0031
454,40,Male,53714.05,Rural,Native,Technology,Website,6,2023-04-28 20:45:56.900348,0.3597,0.0513
455,65,Female,7421.95,Suburban,Banner,Finance,Website,5,2023-07-02 20:45:56.900348,0.1177,0.0597
456,27,Male,48775.98,Urban,Native,Travel,Search Engine,7,2023-12-02 20:45:56.900348,0.3056,0.0369
458,37,Female,81965.78,Suburban,Video,Finance,Search Engine,2,2024-03-23 20:45:56.900348,0.1301,0.0681
459,34,Male,57567.78,Urban,Text,Finance,Social Media,5,2023-06-26 20:45:56.900348,0.0987,0.0038
460,27,Male,32240.61,Rural,Native,Travel,Website,5,2024-04-19 20:45:56.900348,0.0844,0.0648
461,20,Other,53193.66,Suburban,Banner,Fashion,Social Media,4,2023-08-19 20:45:56.900348,0.2946,0.0347
462,28,Male,69404.18,Suburban,Text,Technology,Search Engine,6,2023-08-19 20:45:56.900348,0.3687,0.0519
463,37,Female,41354.46,Urban,Banner,Health,Website,3,2024-02-25 20:45:56.900348,0.2054,0.0672
464,27,Male,65245.99,Suburban,Native,Health,Website,6,2024-04-16 20:45:56.900348,0.3009,0.0338
465,71,Female,30174.79,Rural,Banner,Technology,Website,2,2023-06-25 20:45:56.900348,0.1139,0.0631
466,20,Female,49587.84,Rural,Native,Technology,Search Engine,4,2023-04-26 20:45:56.900348,0.3129,0.0813
467,23,Male,12648.29,Suburban,Video,Food,Website,3,2023-04-24 20:45:56.900348,0.1149,0.062
469,38,Male,44288.7,Urban,Native,Travel,Social Media,6,2023-08-22 20:45:56.900348,0.3387,0.0372
471,26,Male,36381.59,Urban,Text,Technology,Social Media,5,2024-04-16 20:45:56.900348,0.2791,0.021
472,30,Male,39732.26,Suburban,Native,Technology,Social Media,2,2023-08-15 20:45:56.900348,0.1446,0.0371
473,24,Female,12138.58,Urban,Banner,Food,Social Media,6,2023-08-15 20:45:56.900348,0.1255,0.0407
474,61,Male,48436.52,Urban,Banner,Finance,Search Engine,7,2023-11-09 20:45:56.900348,0.116,0.0143
475,49,Male,40817.46,Urban,Native,Fashion,Website,7,2024-01-08 20:45:56.900348,0.1861,0.0443
476,54,Male,78766.14,Urban,Video,Fashion,Website,3,2023-09-14 20:45:56.900348,0.0712,0.0528
477,21,Male,69074.64,Rural,Video,Health,Social Media,7,2024-01-16 20:45:56.900348,0.1689,0.0501
478,51,Male,31802.68,Suburban,Text,Finance,Website,6,2023-12-09 20:45:56.900348,0.1336,0.0722
479,42,Female,38787.65,Rural,Text,Travel,Social Media,5,2023-12-13 20:45:56.900348,0.3519,0.0353
480,46,Female,27418.8,Rural,Native,Fashion,Social Media,6,2023-10-21 20:45:56.900348,0.1642,0.0754
481,50,Female,70507.92,Rural,Native,Finance,Website,13,2023-07-27 20:45:56.900348,0.1191,0.0321
482,21,Female,22953.09,Urban,Banner,Health,Search Engine,2,2023-10-20 20:45:56.900348,0.2055,0.0395
483,28,Male,56790.73,Rural,Native,Technology,Search Engine,4,2023-05-24 20:45:56.900348,0.4177,0.0427
484,47,Male,64192.94,Urban,Native,Fashion,Website,5,2023-07-03 20:45:56.900348,0.2932,0.031
486,57,Female,17097.52,Rural,Native,Fashion,Website,5,2024-01-17 20:45:56.900348,0.1999,0.0416
487,43,Male,66215.03,Suburban,Video,Fashion,Social Media,7,2023-11-25 20:45:56.900348,0.0581,0.025
488,34,Male,84347.71,Rural,Native,Finance,Social Media,3,2023-12-20 20:45:56.900348,0.0847,0.0888
489,38,Male,48892.62,Urban,Banner,Health,Website,4,2023-07-03 20:45:56.900348,0.0794,0.0489
490,19,Male,57778.69,Rural,Banner,Travel,Website,0,2023-09-03 20:45:56.900348,0.0284,0.0549
491,29,Female,25826.38,Rural,Text,Travel,Website,4,2023-11-16 20:45:56.900348,0.2024,0.0481
492,51,Male,49647.93,Suburban,Native,Fashion,Website,3,2023-12-27 20:45:56.900348,0.1502,0.0644
493,54,Female,75455.62,Suburban,Text,Health,Website,6,2023-12-02 20:45:56.900348,0.2392,0.0487
494,75,Male,2762.99,Urban,Video,Travel,Social Media,9,2023-07-13 20:45:56.900348,0.195,0.0388
495,33,Other,48177.95,Suburban,Video,Travel,Social Media,5,2023-12-04 20:45:56.900348,0.2734,0.0305
496,25,Female,37801.46,Urban,Video,Travel,Website,10,2023-12-15 20:45:56.900348,0.0913,0.0783
497,27,Female,78702.38,Suburban,Native,Travel,Search Engine,6,2024-02-18 20:45:56.900348,0.163,0.0583
498,19,Male,44166.11,Urban,Native,Travel,Social Media,4,2023-11-03 20:45:56.900348,0.299,0.0629
499,33,Male,55092.55,Suburban,Banner,Health,Social Media,0,2023-11-03 20:45:56.900348,0.2214,0.0736
500,40,Male,79399.14,Urban,Banner,Travel,Social Media,3,2023-07-13 20:45:56.900348,0.2459,0.0815
501,34,Male,49304.15,Suburban,Native,Fashion,Social Media,7,2024-01-07 20:45:56.900348,0.0768,0.0572
502,51,Male,77086.3,Suburban,Native,Food,Website,6,2023-12-11 20:45:56.900348,0.2441,0.0387
503,31,Male,51165.37,Rural,Text,Fashion,Search Engine,9,2023-08-27 20:45:56.900348,0.2393,0.0376
504,29,Male,64239.81,Suburban,Native,Food,Search Engine,1,2023-12-27 20:45:56.900348,0.2399,0.062
505,26,Male,76083.31,Suburban,Banner,Health,Social Media,7,2024-01-12 20:45:56.900348,0.4845,0.0704
509,54,Male,26482.76,Rural,Banner,Fashion,Social Media,3,2024-01-17 20:45:56.900348,0.1634,0.0279
510,48,Female,18513.78,Suburban,Native,Technology,Social Media,6,2023-05-10 20:45:56.900348,0.1652,0.0382
511,55,Male,54016.77,Suburban,Text,Travel,Website,7,2023-07-17 20:45:56.900348,0.1384,0.056
514,25,Other,54863.97,Suburban,Banner,Food,Website,3,2023-08-10 20:45:56.900348,0.3025,0.0967
515,37,Male,63747.02,Urban,Text,Technology,Website,5,2023-08-14 20:45:56.900348,0.3751,0.0354
516,42,Female,19203.1,Rural,Video,Health,Website,11,2024-03-21 20:45:56.900348,0.1682,0.0187
517,50,Male,7975.48,Urban,Video,Fashion,Search Engine,5,2023-12-29 20:45:56.900348,0.2732,0.0509
518,39,Female,32251.52,Suburban,Video,Food,Social Media,7,2023-09-20 20:45:56.900348,0.2973,0.058
519,61,Female,71737.27,Suburban,Text,Fashion,Search Engine,10,2023-08-15 20:45:56.900348,0.0994,0.0485
520,31,Male,32133.77,Rural,Video,Travel,Website,6,2023-10-09 20:45:56.900348,0.1195,0.0594
521,21,Female,2364.78,Rural,Banner,Travel,Social Media,4,2024-03-02 20:45:56.900348,0.4257,0.053
523,21,Male,61489.83,Suburban,Native,Technology,Social Media,4,2023-12-02 20:45:56.900348,0.361,0.0659
524,38,Male,73728.09,Rural,Banner,Health,Website,6,2023-04-27 20:45:56.900348,0.3134,0.0646
525,21,Female,91962.3,Rural,Banner,Travel,Social Media,6,2024-03-30 20:45:56.900348,0.4165,0.0729
526,49,Female,29714.06,Suburban,Text,Finance,Search Engine,7,2023-07-13 20:45:56.900348,0.1437,0.0333
527,56,Other,44548.47,Suburban,Banner,Technology,Social Media,3,2023-06-22 20:45:56.900348,0.0654,0.0243
529,47,Female,43623.78,Urban,Video,Finance,Social Media,4,2023-12-23 20:45:56.900348,0.0511,0.0194
531,41,Female,31803.15,Suburban,Banner,Fashion,Social Media,2,2024-01-09 20:45:56.900348,0.5107,0.0352
532,53,Female,30015.2,Urban,Native,Finance,Social Media,7,2023-07-06 20:45:56.900348,0.3575,0.0474
533,35,Male,55941.48,Rural,Banner,Finance,Social Media,3,2023-06-21 20:45:56.900348,0.493,0.0844
535,26,Male,42107.48,Suburban,Banner,Finance,Social Media,7,2024-03-07 20:45:56.900348,0.34,0.0881
536,31,Male,69314.96,Urban,Native,Finance,Search Engine,4,2023-09-26 20:45:56.900348,0.2511,0.0556
537,32,Male,53428.64,Suburban,Text,Technology,Search Engine,9,2024-01-24 20:45:56.900348,0.2317,0.0565
538,31,Male,40548.41,Suburban,Native,Finance,Search Engine,7,2024-02-05 20:45:56.900348,0.2282,0.0369
539,33,Female,51586.41,Urban,Banner,Fashion,Social Media,7,2024-03-20 20:45:56.900348,0.1263,0.0525
